Q106026420	PITVQFJBUFDJDD-XEGUGMAKSA-N
Q110178712	SJXTWSGYQVUEST-UHFFFAOYSA-N
Q110178728	RYQNGHWRMOMJPK-DGCLKSJQSA-N
Q110178742	TXCALKWMXKVGOY-UHFFFAOYSA-N
Q110178746	MYJSUEBYZUYQNB-KRWDZBQOSA-N
Q110178761	OVDONPAXHCFZKS-JSLBDLRZSA-N
Q110178768	TZNGZNFIMYBBEC-SKECNJRCSA-N
Q110178793	NHJLCDALTNPYBE-FNYOEWHISA-N
Q110178809	NYAOMORZVGLFQV-GHQDPUAMSA-N
Q110178812	WRTKTQKJEAFPQW-WZDLLEGUSA-N
Q110178818	CBQSQQCAFNEQFL-AVSQOZGVSA-N
Q110178822	CZBILTFRGJCVGE-BGLMPXDFSA-N
Q110178825	ARIBHQKYRYPXOK-NQEPOGRXSA-N
Q110178826	XPZSTTGGUQPRPH-QMSXDKOZSA-N
Q110178839	VJHRYODKPASJPU-TWKWOARYSA-N
Q110178845	MQRFYXTYPUADJQ-LJNYPVSQSA-N
Q110178852	PROBSTZXQUASOB-UHFFFAOYSA-N
Q110178857	VREXQYWDSJMYRW-UHFFFAOYSA-N
Q110178867	MJDYWDBSCYNOTB-UHFFFAOYSA-N
Q110178878	GGBHAWXOMIIDII-WUKNDPDISA-N
Q110178880	MSAOFRUSOVGGIK-FOCLMDBBSA-N
Q110178882	QBPAGOGQMILMOB-BONNOJMFSA-N
Q110178886	MMQTXYOQHYQNGU-WGYQWICLSA-N
Q110178891	NGKFAMFILMKFJI-ACBZQJCUSA-N
Q110178897	MSJHPEKZCVVYTI-LQYDDWLVSA-N
Q110178903	WPGAONUYAGVAII-GEYFOCQFSA-N
Q110178911	LUQBILKGXBTLRV-UHFFFAOYSA-N
Q110178926	GFWYSOWSJXKFFQ-FPHKUYHXSA-N
Q110178929	JMIJICDNFOKZPY-YRSBBBKJSA-N
Q110178948	YXHDBGGZLZSWFF-IDGDGNRRSA-N
Q110178956	LLVXKHLVRMNFCL-BDKOTJNPSA-N
Q110178959	XWIMIAMDCORQOM-TYRRUDLNSA-N
Q110178960	BTAAEEJRNAVSQS-XJCCISBASA-N
Q110178967	HLBBOVGELPMYIJ-DXVPXYAESA-N
Q110178992	PSDYLYKJJRTWDU-MAFYSIADSA-N
Q110178996	XMMINTFMKAOIKZ-VBPYWSOBSA-N
Q110178998	VDFRHOQVEAPBIB-KQFMKBBFSA-N
Q110179002	XKYBWGAZOUWJIJ-OHVMBVBISA-N
Q110179009	SWUWGVKRMOEGEN-VVXQKDJTSA-N
Q110179015	BBSNNCKQYMKHNA-OQFJUKKJSA-N
Q110179029	VBSFGTFDWOZVGT-QDKRDDSOSA-N
Q110179037	VSUODASNSRJNCP-VHALVFBVSA-N
Q110179040	PPKNVCUKIBZBRX-KVFIRERPSA-N
Q110179043	QGGNXNCVFAAWBQ-OFTPCPBBSA-N
Q110179055	KPQLAKQTFTWNOG-HKSZFHKUSA-N
Q110179065	JAVHUWBEBUGAOD-PWSUYJOCSA-N
Q110179076	CDEGYDHOSZWVIX-UHFFFAOYSA-N
Q110179079	CHWCXTAKZKUCIZ-CGDGMRKMSA-N
Q110179081	NOHWRIRNNOPMMP-JFFUMAPSSA-N
Q110179083	ISYQAGCQYWJTLA-UHFFFAOYSA-N
Q110179086	PPADMZQKLQKZMX-IJJUSYSYSA-N
Q110179088	SZLNOQJINZWMEH-XICXUDPESA-N
Q110179092	OAXHQZGPHDPLOS-YRMDEERASA-N
Q110179102	GGEZPMGQYPDHAV-IISIDZAYSA-N
Q110179104	ZRXGTLZTTTXSFQ-XJVIFRNXSA-N
Q110179105	SHWUXGHQECDXLJ-XXKVZPHYSA-N
Q110179123	GBZASDFVUGDNRC-BZGCDIAESA-N
Q110179132	JGMLQNJRYQNAPU-HWYOOBIBSA-N
Q110179141	VUUFXTUVVIEIMH-DNQXCXABSA-N
Q110179148	UCQJLPOKKJIZQU-ROIBAQGNSA-N
Q110179169	YBKNMFFWLAEZPK-RJDWWMAKSA-N
Q110179171	YCSCGCFLJRBNIA-NZFLMTEZSA-N
Q110179175	ONAGOPFNNJDPCW-XIQGKOAISA-N
Q110179177	OTLGIMRBKLQCNY-GRFKYTCVSA-N
Q110179185	PBGOFPAIXNMCGP-DVYCPCJXSA-N
Q110179190	VTOQVTKIZWJWGX-XBTLNZAASA-N
Q110179193	FIOHAOSLSHPVIU-GSZHQOFKSA-N
Q110179200	BXUMMDVJUSSJPJ-RAWITURJSA-N
Q110179219	SUQFWVZYUFDVKT-QGVNFLHTSA-N
Q110179235	IIOPSEVNHNVNNB-RJTZQLKUSA-N
Q110179248	ZVJLZUWCAUTTBS-AATRIKPKSA-N
Q110179251	MZSZEFRWURPSJY-JNWWKETESA-N
Q110179259	NQQQUNWEPHETKD-UHFFFAOYSA-N
Q110179261	ANNCBKZGYGXSEH-UHFFFAOYSA-N
Q110179262	KFEHMJDKBKJHRD-SSXBFIPSSA-N
Q110179263	LJJLFLNKMQSUFO-ONNAAOBSSA-N
Q110179270	CTVFYIPSHBVBJG-FPTLPCSSSA-N
Q110179273	BYNLGAZDLCEGRX-TUKTXDRWSA-N
Q110179274	LJJLFLNKMQSUFO-WDMNAHHQSA-N
Q110179275	SMMHHTAPXHTSAA-PFHISFIGSA-N
Q110179278	WKAINZFICWJPQH-RCWUDYRMSA-N
Q110179279	UNVNGRLSNXYHBW-LGGDZVJISA-N
Q110179288	MRHKMIZTLJVJLS-CVSCDAIJSA-N
Q110179294	YVPHTXBDJHDSKU-HZZXTSAPSA-N
Q110179313	GCIFFNDSOLTCAI-ZTCIHUKBSA-N
Q110179327	UYVVJANCFXPLCX-MANSERQUSA-N
Q110179335	NKRZOAWZBYVTMB-KVJIRVJXSA-N
Q110179340	OKHGAAQNADNSGY-STZQEDGTSA-N
Q110179376	YEUOZAYTBFZMCA-RRAJTOTRSA-N
Q110179379	RMRBLWYMCVHEKE-SUXDAONMSA-N
Q110179383	VDHUIKLHUSCVMB-ILDJKBNJSA-N
Q110179384	MDLPSLZTXRUNDJ-ZGUPNDBJSA-N
Q110179390	VBHBNHXZBKWQNO-HMPXBLFHSA-N
Q110179397	IQYFJUGLVHHMBV-QUPUCSOMSA-N
Q110179399	YZMYUSLXATVAEH-ZKZOCXKNSA-N
Q110179406	SYHNGIDZSPMVHV-UGSZEODBSA-N
Q110179409	NSMGHRRDBZDSFL-WVGMNTNRSA-N
Q110179420	KVMSBPUIMUZEIE-FLRJXKCASA-N
Q110179425	REIBNNXTGNIEKL-PFDRBWRYSA-N
Q110179426	KPRGJDVXJLTFLK-KXAIAFPPSA-N
Q110179439	ONPAIDXQYZIDII-ZCCNCLNRSA-N
Q110179460	FDIFPSKNROPADH-VRQPUNOPSA-N
Q110179464	WDIUWWFQJBCYNO-VVKPQIAZSA-N
Q110179465	HPDGBLQRXWCICU-MAKLDSAESA-N
Q110179472	UQWOVDOTSQPRJO-DSMZROCMSA-N
Q110179483	KVMSBPUIMUZEIE-LDDXROKWSA-N
Q110179494	HTAWBNJTNNTCSA-ZOMIBVFZSA-N
Q110179495	HPZZWLOXDVNZIY-KTZIEJBZSA-N
Q110179511	POQWRACGNLLJCO-GYTSDOFKSA-N
Q110179512	WLJHFSPFCOGHJP-RKCBZHQGSA-N
Q110179530	BHWSIKPOEYXVIC-ZBFHGGJFSA-N
Q110179532	JTMWUWGPFKEWMV-HIFRSBDPSA-N
Q110179543	DWEDIMJGKRGQNM-WAJHDYLNSA-N
Q110179550	CEJXTYUNOASPGR-CGDGMRKMSA-N
Q110179553	RMOSHOXMAZYZOK-BQNIITSRSA-N
Q110179556	WXIBMYGOGQQGHB-DXSQGCQQSA-N
Q110179562	SYJNBQCZPKCZCU-YCROMRIISA-N
Q110179563	OZUSKNIPJRUWKJ-VKGPKCIYSA-N
Q110179565	DNRSHPZOBKEHNQ-AWJYIKAYSA-N
Q110179572	NLDGIHUFOADNER-REUAAKEVSA-N
Q110179580	IMEGXEIERXOCFE-QPJJXVBHSA-N
Q110179587	ILKRBNJXPMXUQC-RTNDPOLBSA-N
Q110179620	YSFNIVKHYKBKHI-GKEPGTTFSA-N
Q110179624	TVHDZSRRHQKNEZ-STWDSKMCSA-N
Q110179627	LXMAXIXEEWYSQF-XXLNMGHFSA-N
Q110179642	TYDXSTUVLGPNBK-LXEMEFDRSA-N
Q110179645	HZQUHROMJDWEGY-VGFYBFODSA-N
Q110179650	WCKMOTWOWWZGCU-GXRZVIAZSA-N
Q110179654	UQSMZCYYNIALNN-OSJJDKCPSA-N
Q110179660	FROIKMSNOWQOFC-GARZAILLSA-N
Q110179673	MZUPEDPADUBWHX-KZYMGZHWSA-N
Q110179674	SCCFOFCMLPZFLH-UJMGXVQGSA-N
Q110179680	KLKIESMJEUHQLI-KLURGBKRSA-N
Q110179684	YYWLXVXQUMWOMA-YBLXTWFBSA-N
Q110179686	FGIHUPLWCNZLAB-VGHMOZPXSA-N
Q110179690	TXFCLWBWJFJPIC-QFEFOYBJSA-N
Q110179692	LMONDGWEAFZUJM-LMTUGHDTSA-N
Q110179696	UUTFGEZECHAQKE-OUUVDBOPSA-N
Q110179698	FAPMFRIEVWGVHI-SYKKHXDTSA-N
Q110179744	NDKHPMJGCFZKDC-LQTSYOLBSA-N
Q110179806	DIRSPEHXRSXACU-WIPVEDBNSA-N
Q110179810	XQTNLJKLCLNKBG-BJAMGVOOSA-N
Q110179832	WZGVLTCUKBJJMW-YUEXEHDCSA-N
Q110179833	DJYUCXGQJGACCV-GASZCQQCSA-N
Q110179839	UMAWIZQRNVPBPG-JXYLTNTQSA-N
Q110179844	FQNCIZGCBWUVSG-XJCXAQTGSA-N
Q110179876	MDCUPALPRUQMSF-HKXZCVTASA-N
Q110179881	QXHLHGKKWDCOOY-NUQCSLFFSA-N
Q110179892	CMIANYWOWFNDPD-JIGPKXGUSA-N
Q110179899	OGCUHWUZNVTRNC-FQEVSTJZSA-N
Q110179974	ZYRMYMFFWQEZGI-ATQKHMAMSA-N
Q110179991	WYBSXJBCCDNLRE-BNRYJZQMSA-N
Q110180045	VANVRUQTXGDQDJ-NUATZEMDSA-N
Q110180049	SRFQLYARLWUPDM-ZWJHBZQWSA-N
Q110180056	BCQPXUWNKBYVDE-ACRUOGEOSA-N
Q110180076	PLOFEGFCNJWYDI-SRDXBBKJSA-N
Q110180097	RPQFXXPBINOIPJ-UHFFFAOYSA-N
Q110180105	BJPWYJPXKWNMRI-JSGCOSHPSA-N
Q110180153	YHHGNIYHQAAXRC-QZZPBPMGSA-N
Q110180154	BQWMEQIBCWMVHJ-YZKCPQRJSA-N
Q110180167	DWLMDEDVSJIZSQ-XCVIRLNASA-N
Q110180198	DEKFLPVFTLGVJM-FQSCWMPHSA-N
Q110180199	FMNXZOPVRFLFPQ-ORXNZJJHSA-N
Q110180207	AZSZOYDZIJLBMC-GRXIUQJLSA-N
Q110180216	QMKWJZIROZRKOP-UHFFFAOYSA-N
Q110180219	BEAJFYKIOOQNTB-WTLBFJGFSA-N
Q110180223	WZYLCZULUZFCHF-YKTSSCPESA-N
Q110180233	LVUKETPGBQCBII-RVHYQTMKSA-N
Q110180265	QJBRRHRRFOMXBL-KXAOQFNBSA-N
Q110180295	HSPLIGHIUTWLFK-BPACAZBYSA-N
Q110180337	QUTYSAHKWGWCNV-QLFBSQMISA-N
Q110180349	RPOZCCBNIDBVCM-JTODIARKSA-N
Q110180393	ACDWZMKZBRXXNE-MFWNHGFHSA-N
Q110180410	BREHBFOCEMKNAS-UHFFFAOYSA-N
Q110180414	OUOLSVCEHYECNL-JLBPZFPESA-N
Q110180429	SOCWJJCWFLDOKZ-GWYOOKKSSA-N
Q110180437	MSSOWMKHNCZKHQ-MHGYNXLTSA-N
Q110180438	AREVFNRRRYVDPO-WKLSDETGSA-N
Q110180448	ORHOPRCDKRZBSX-UHFFFAOYSA-N
Q110180465	XNCBWUXOIKPLGI-HTXNQAPBSA-N
Q110180488	ZLBHOQHYWAOFEC-FFCOJMSVSA-N
Q110180499	VJGNXZQPNWMFAQ-SSEZWIOCSA-N
Q110180506	BIODFBOSASJNMO-QLRBQNDPSA-N
Q110180515	APIBRPAIOMUDJE-LFPDYAKSSA-N
Q110180524	GZPZPDSNGIBVLB-SIOWMNFYSA-N
Q110180536	VHLRSKHOMKTLFY-WKAYIHASSA-N
Q110180548	PTIRHELEGDAWPU-CEYBHIQKSA-N
Q110180562	LWECKXUQVPEFRN-MRXVABODSA-N
Q110180594	QPXTVGNCBLYFBX-GPMMHRFPSA-N
Q110180595	SHWIXYZQCHEFEH-SEYMNPNRSA-N
Q110180602	IXGONUKVIBKTRH-LKBHTPOXSA-N
Q110180608	QOGBZZDZYZICFV-TVJXPIDLSA-N
Q110180612	VELYAQRXBJLJAK-NAYRNRKNSA-N
Q110183466	XCLAUSBLXUZFRL-FNASMSCBSA-N
Q110183468	ACOSAFDPMSTWSL-KYCQWFEFSA-N
Q110183471	ZZARTURMLZVKIB-ZUMPWWFNSA-N
Q110183480	ZIGSHEPERCJQHS-QXNLLLFYSA-N
Q110183485	BAMNGVHFHRSHFX-AAEHWSNJSA-N
Q110183493	NDOHRVMLLLVSCS-DBJVCEQOSA-N
Q110183494	DGQSNBSTORZCOQ-QSZXRLQHSA-N
Q110183496	VDGOFNMYZYBUDT-YCONPBHISA-N
Q110183498	WHRDRHNMTIXZNY-CJZVHFPTSA-N
Q110183515	PRRRTILSHXEQHO-XNVOKYKKSA-N
Q110183524	KZRIUXSFFOWKRO-USJBSMOHSA-N
Q110183526	OVSQVDMCBVZWGM-ZVIPYZFUSA-N
Q110183564	JXHTVGJTICCGEO-HTWGVAEKSA-N
Q110183574	VWHUYEBWDMFMLW-WLXZLGQWSA-N
Q110183595	PKWWPYGUEJBDRL-DGMLZUPPSA-N
Q110183610	JKHVALJIGRIJJO-PUQCIWEUSA-N
Q110183620	VMVVAKUSEGPLKU-PSSGGVRLSA-N
Q110183650	PVCYGTPNUOIKHH-LGYRMIGHSA-N
Q110183654	XNIXILZHFOBLTQ-QCNUPDNZSA-N
Q110183658	RFYHCVYNANBKAT-DHIUTWEWSA-N
Q110183659	MVGSSLGEJSXBBZ-FYYLOGMGSA-N
Q110183674	JCSHKHQQYXPLPY-AUFJSOOLSA-N
Q110183676	GDSJHIMPNZMFSO-RESLFJAJSA-N
Q110183683	QAOBEOXFSUJDJL-UHFFFAOYSA-O
Q110183692	ICGRVJRPJJYWPZ-FDLAANOMSA-N
Q110183694	XHJKHSXHWJCBLX-DGCLKSJQSA-N
Q110183724	DLZIWIUFISZZLL-UCQZMDAWSA-N
Q110183726	HSTZMXCBWJGKHG-GHHIHIOFSA-N
Q110183730	JBGYSAVRIDZNKA-SQBONPAESA-N
Q110183736	KNAXSPPRLXJPMK-GTEYHNSHSA-N
Q110183745	BWCNWXLKMWWVBT-UWCKRADDSA-N
Q110183750	LGZFJHSOBYVDLA-JTQLQIEISA-N
Q110183768	BBJUSJOGHYQDQX-WODDMCJRSA-N
Q110183776	POYIZOSTYKKRNT-SUKFDJDASA-N
Q110183781	LWXJBFFPVPUUSL-KWVIEREISA-N
Q110183786	IWTWNQZWPPSSQB-MTUZZJJTSA-O
Q110183787	DHOWRTZUBGXFHZ-IXQATINPSA-N
Q110183789	KUCVMQMKRICXJC-RHEFFOTDSA-O
Q110183791	ONPXBHKDTXCGMG-XZKHZTMESA-O
Q110183795	XTHSRWZCSBGWPH-WPKOVSJNSA-O
Q110183796	SJQFVZSOECCTCU-NXXQKDTJSA-O
Q110183803	AALLCALQGXXWNA-DURQJQQASA-N
Q110183805	KGPWMXIGHZOXBO-RGQBFDHCSA-N
Q110183806	IAWTWHSGLMCXSV-ATYIUYMASA-N
Q110183813	SWUUZROJPBYPLJ-UHFFFAOYSA-N
Q110183825	KUCVMQMKRICXJC-QKUWSGOFSA-O
Q110183828	NEJKEXUJCSYMCC-NUBQEMHQSA-N
Q110183837	PTDFDQOICMYXKP-GAGCMDECSA-N
Q110183843	BPLLXEHFWRSRLV-UHFFFAOYSA-N
Q110183931	UZLVUPJNJFHYDC-UHFFFAOYSA-N
Q110183933	VKXITWXHHLENIJ-MQGHVLSASA-N
Q110183934	UBUOLWUVWROYBD-ZBOHOPDKSA-N
Q110183949	MWFNFXJJXCNWSP-MMOCMJAISA-N
Q110183960	HDXFGBFIEQUETL-WOZYLXHBSA-N
Q110183963	PRNMEQREUWHXQI-GGJBVRJYSA-N
Q110183965	AUUUTKLWCYVVGS-GCLOSEESSA-N
Q110183998	GUZHNEZRJGACND-SSDOTTSWSA-N
Q110184007	MEIYGUWZDFCEFG-JDALNJNISA-N
Q110184017	QGWZTXYKLXWBPQ-UHFFFAOYSA-N
Q110184022	NBYDPDSCCMCUBB-UHFFFAOYSA-N
Q110184064	VUDXUIMGYZQRKK-CACVWYNPSA-N
Q110184068	UCJXUBUFHYNUEE-QPWHHBEKSA-N
Q110184070	QAPUWNJNUGPVPM-YYWYDLFQSA-N
Q110184083	XXZCIGRXZDOUGK-QDJLDCPTSA-N
Q110184091	IHWQOSNPTRXOEB-ZXEYXPAZSA-N
Q110184098	DZHGUGPBCOYVRC-UHFFFAOYSA-N
Q110184102	KSUVJVOKUIADCL-ZNRXLLLOSA-N
Q110184103	HMBDLBWGDMNPDW-SUXULKRESA-N
Q110184105	CGWOUVUWTNGVLW-UHFFFAOYSA-N
Q110184110	RJPDELAUUYAFTQ-BRJRFNKRSA-N
Q110184119	HXHZGHRLVRFQDR-AVQMFFATSA-N
Q110184126	OHCWWCHZHXJKNS-HHFYZCKYSA-N
Q110184138	YTEUTQUNVHWZOR-WSVATBPTSA-N
Q110184140	WQDXSIISPKFHAU-PJAXKJJLSA-N
Q110184174	GWOKWCRSUJQOMD-QMCAAQAGSA-N
Q110184175	ZWSNUPOSLDAWJS-QNDFHXLGSA-N
Q110184176	CQLRUIIRRZYHHS-RQMGYXQJSA-N
Q110184185	DQJCDTNMLBYVAY-ZXXIYAEKSA-N
Q110184203	CXFIQFGADOTDPF-XKZIYDEJSA-N
Q110184210	YLMBQJRKOKVUCP-UHFFFAOYSA-N
Q110184213	ALMJXWPCHVBUTP-IPQNAOPGSA-N
Q110184218	AEMJDNJKSCBKRL-SWOBOCGESA-N
Q110184229	KPDVIKCSTOVVEA-KZFFKTSUSA-N
Q110184250	KPKHMGUZUPELJC-CXLLTVRVSA-N
Q110184273	ZTDYHFFIUWALHQ-BNDYPTBJSA-N
Q110184281	SYNBBWLEYQBFQT-NTCAYCPXSA-N
Q110184286	VCWMRQDBPZKXKG-ZNVDUFQESA-N
Q110184303	GDGZMMDZJVKXTP-HBIAPIBXSA-N
Q110184305	PPCAKIXUPHBIEC-SOQNOQTCSA-N
Q110184308	JQAUHQMUHOHSNA-SOLBZPMBSA-N
Q110184318	HMAKYIOVUKVWAW-KIEDGMJVSA-N
Q110184321	QGCSPPKMXOJFEM-PFPZSTESSA-N
Q110184323	QGCSPPKMXOJFEM-RXYILKCJSA-N
Q110184324	IYNWSQDZXMGGGI-NUEKZKHPSA-N
Q110184325	SXQCYGZVSVUMEL-QGMBQPNBSA-N
Q110184329	QEJIXVVELVKWFA-PUUQVDSBSA-N
Q110184338	ZNEIIZNXGCIAAL-MYNIFUFOSA-N
Q110184339	VFGQIMKCOVNXOE-UZMFJTJZSA-N
Q110184346	IAANPVYFEGUURA-LNQUZLCYSA-N
Q110184349	KNZSXKKCTOYLSV-CMFXVJOOSA-N
Q110184352	ASMYAKGFVUUZKR-OWNWDFMXSA-N
Q110184353	OEJABDKKODLSEA-ICVOCXGGSA-N
Q110184356	WECTYIXOCLBPDD-YVBGTGFXSA-N
Q110184358	BDDJYJXRSCPZJV-DDKVBAEISA-N
Q110184363	BJKNIWWFUYSEEL-QIPDSGCVSA-N
Q110184364	IEPKWJCBNGNVDF-VZIOTDLESA-N
Q110184366	DEEKDIJUYMOYHW-FAPGXYGISA-N
Q110184370	XKCQFZOELPGVDM-UHFFFAOYSA-N
Q110184372	MPDGHEJMBKOTSU-WFJWTYAKSA-N
Q110184374	ISQUNAAALVXWGI-DFTZOVBQSA-N
Q110184376	JAICMCPZNIJWAJ-QAUDKFSOSA-N
Q110184382	BNMGUJRJUUDLHW-CIZDPPTDSA-N
Q110184384	KQUWJUNIYQVHCG-ZLYYXHNSSA-N
Q110184387	CQNNQPUOZZFKAB-VAOSOQNMSA-N
Q110184392	GPJHBUPSNWTUHE-VEWPCOCASA-N
Q110184394	FAFUWLJMHOPRJO-WASAKHJBSA-N
Q110184401	WKRKXTOYTASIOP-YPUOWVPESA-N
Q110184403	GSIREHLZHMQJNR-GUEBRSMLSA-N
Q110184421	YIIRVUDGRKEWBV-CZUXAOBFSA-N
Q110184425	XBINLYXLOLWNSB-ZRSLWSEBSA-N
Q110184428	WWZMXEIBZCEIFB-UHFFFAOYSA-N
Q110184444	ULOCCNMREXITLK-OQRLSGKASA-N
Q110184454	HVGLWBMWGLOBHA-ZFWWAFFJSA-N
Q110184493	NBZIPKJEUVMIGV-OGTJPSRISA-N
Q110184500	FJZXLCCATXFBKE-IFHCOBGQSA-N
Q110184502	YCHDRKAWJJJVIH-UHFFFAOYSA-N
Q110184507	IBUZLJOVINHPCM-UHFFFAOYSA-N
Q110184511	BIXXDPOEXJMBRN-YIEYGMELSA-N
Q110184514	ONCYQXIOISDYLX-KJLKIAKKSA-N
Q110184515	WGMMZFIBUILTBJ-LOIINJDASA-N
Q110184516	FPZMKWNKHQRDMW-UNFPQQLUSA-N
Q110184517	ABKBNZZEJVKKNL-BCGFPENCSA-N
Q110184523	ZWMMEKXOLCCKLA-XDKAHJIMSA-N
Q110184528	BHWUKOCNOLCGLB-OAEUSZHOSA-N
Q110184529	FJZXLCCATXFBKE-YTWVVPENSA-N
Q110184532	QPAKXSCQEJXHSW-UHFFFAOYSA-N
Q110184539	UGEGARJXBCPKLR-UHFFFAOYSA-N
Q110184551	RHQQHZQUAMFINJ-UHFFFAOYSA-N
Q110184552	BPYKTIZUTYGOLE-UHFFFAOYSA-N
Q110184555	PHMBVCPLDPDESM-UHFFFAOYSA-N
Q110184590	RIDJSNUZLSTKKB-DWTGHIQGSA-N
Q110184601	BSYHSWKTXMTFNF-NTLZGZQOSA-N
Q110184607	XJMPAUZQVRGFRE-ZYEJEXACSA-N
Q110184609	WGOHWIVFCMYBJP-ZMFWOZTBSA-N
Q110184613	GYIKGLVKALOGDP-HLEFUGOVSA-N
Q110184616	FUGMJWOONJABQQ-QUQGRMMRSA-N
Q110184629	WEELHWARVOLEJX-WPNRICMMSA-N
Q110184631	ZYYNEJWFGGVJQZ-YDDLGYPNSA-N
Q110184641	BHCRLQHBUDRLQM-QISQUURKSA-N
Q110184647	ZJPLWTBLWHOSIU-WRRSAOATSA-N
Q110184648	DNKQGUYVWUAYIE-JONJQQATSA-N
Q110184653	QWVMSYBGKWZIIE-FZKBJVJCSA-N
Q110184655	WOJYJHBMWRNRJG-ITGJSFTBSA-N
Q110184676	MQCLRXAITRXSHP-YIHBTPHYSA-N
Q110184679	NRLVZXUWVPUCFW-WFCITUQGSA-N
Q110184681	PNPKRBRRLBZIKE-YETHRHFZSA-O
Q110184682	HMLNMCSIKAOJQE-VFIWYKCRSA-N
Q110184687	ZATQJGNPERFQSF-AWKYBWMHSA-N
Q110184689	SKPPEIDJGJGRGK-VDPVVKNVSA-N
Q110184690	FVMXLMDFDICROR-QHCPKHFHSA-N
Q110184693	PAQUAWJFPLKSOW-FYWRMAATSA-N
Q110184699	SAORJUUJHIHDBZ-ZBKWACTISA-N
Q110184705	IMIAJJXGLPJMII-UINMVVPXSA-N
Q110184757	KWCFISLXIXIXSZ-MNLUSYLZSA-N
Q110184789	RNCFACHXZBAPGG-GZTJUZNOSA-N
Q110184791	DTEHCBOGAUCOJT-NWGSHBOFSA-N
Q110184792	XVVZJDDPRFFKTQ-UPWHZOCASA-N
Q110184799	WTBZSCVKRNBIPP-QTYYNHFJSA-N
Q110184807	MBABCNBNDNGODA-OKFJYEHJSA-N
Q110184821	RLUORQGMBKDXPO-BELZCFSLSA-N
Q110184828	MUCOHWBULSBLLZ-COXVLXGSSA-N
Q110184834	NLIIVDIRTOEQOC-IQIPOGNMSA-N
Q110184855	CRAPXAGGASWTPU-QVQLBELYSA-N
Q110184856	QMVODIKHHIRSGI-ORCRQEGFSA-N
Q110184868	KPKZJLCSROULON-UHFFFAOYSA-N
Q110184886	VLXDPFLIRFYIME-CQYKSGMSSA-N
Q110184887	NDVASEGYNIMXJL-YHMJZVADSA-N
Q110184904	FHTSIFHJYGMMMD-UHFFFAOYSA-N
Q110184924	ONVABDHFQKWOSV-NDLGOLERSA-N
Q110184930	LMCRYOCEDDKMQA-RIENIYILSA-N
Q110184942	CLGDBTZPPRVUII-USQYZIDUSA-N
Q110184944	NYHSEYGDWZMIEZ-ZDPOSCTHSA-N
Q110184947	GYWDAPIILINMDE-UHFFFAOYSA-N
Q110184954	MPTIJFTWLPEOOP-JUVNTQDTSA-N
Q110184958	YPKVTWPOGHRQRB-JAWNTELBSA-N
Q110184968	FUIDRYCKEXJNOK-WCBMZHEXSA-N
Q110184970	MMMDVGMDEBDBOH-UFUGXISJSA-N
Q110184979	CVIVANCKIBYAOP-HBXAWUERSA-N
Q110184982	XTISJFXWBIASHF-OWYJLGKBSA-N
Q110184991	KGTOYGJSRYRTBM-NEPJUHHUSA-N
Q110184996	SOKGDOREHWFRJQ-JTQLQIEISA-N
Q110185006	OONKKRRSPIDEBA-CMPLNLGQSA-N
Q110185011	JEOJIKMFKHSAJU-AAEQCHEDSA-N
Q110185016	IYTNVROUKPTERI-UHFFFAOYSA-N
Q110185017	ZFLXCZJBYSPSKU-CRHREIPCSA-N
Q110185022	XEHLLUQVSRLWMH-HDNYONAXSA-N
Q110185023	SRFCUPVBYYAMIL-CKFHNAJUSA-N
Q110185033	LLHVQDWTNVJRDD-OUUKCGNVSA-N
Q110185036	AWVMHXZWAKRDGG-BXPVTVRASA-N
Q110185038	FUDVWDCPNBZHRN-KXDFDXORSA-N
Q110185067	HKIHGTSLUYNNHM-UBPIOBRXSA-N
Q110185070	MKPXEHAXQZDNOI-FSMLFLSJSA-N
Q110185071	WISWPZPPJDFPFZ-IHMXLVGTSA-N
Q110185073	GLODSSXIXHPURO-VSJAFNPYSA-N
Q110185082	FHDXJOXIIORNFS-VGGNGBOISA-N
Q110185092	JNDNSKMAFGPBFU-BEAPCOKYSA-N
Q110185099	OQKYVRDRDIXQMK-QSKBEBRPSA-N
Q110185102	MBABCNBNDNGODA-WIGKUCHRSA-N
Q110185105	DSSJLYAIYPLGLX-QQGJMDNJSA-N
Q110185109	AXNVHPCVMSNXNP-ZELRDNAQSA-N
Q110185113	WUTLOXOGFQPKLT-FFIXUCITSA-N
Q110185118	VRGWBRLULZUWAJ-UEWDWXLZSA-N
Q110185131	INYJZRKTYXTZHP-UTCJRWHESA-N
Q110185132	KQUWJUNIYQVHCG-UHFFFAOYSA-N
Q110185144	AUYDWCKBYROHJQ-SPOVLLSXSA-N
Q110185151	VTMFDSJJVNQXLT-VEHXKUGBSA-N
Q110185153	VDGDSNQYFYXHGB-UICSVDPISA-N
Q110185160	QGVUYZAEBBWPRU-RTHLAZLQSA-N
Q110185168	LJHLORJKOHOIPQ-AOERLSPASA-N
Q110185169	JRQFNGIJTPIORD-NQQSLBFXSA-N
Q110185181	JDYVOSPQSXHMKP-BBMPLOMVSA-N
Q110185204	ZXRGGMATGWCUBP-KGVSQERTSA-N
Q110185206	QMPMWGJFHADPSW-SRTWBSLKSA-N
Q110185207	ONJNDTZVKWTRJZ-ZHBDJUTOSA-N
Q110185212	GIGLNPLPIFRSFH-UHFFFAOYSA-N
