Q105313630	WVNNFGAKOWXLST-LMZJSVRGSA-N
Q105351270	YOFAJHKDASWQBG-ZUNDOJCDSA-N
Q105351272	YOFBMTWCZVDGEM-UHFFFAOYSA-N
Q105351275	YOFGZLBDSWEFIM-DRLPCLEQSA-N
Q105351278	YOFJICCEYZGYDM-UHFFFAOYSA-N
Q105351279	YOFKLPFLBKJWNZ-UHFFFAOYSA-N
Q105351280	YOFKLPFLBKJWNZ-VWLOTQADSA-N
Q105351281	YOFNPBVJZVRVDX-UMJMCJBLSA-N
Q105351283	YOFPLKQHLAVSOC-SYPWGQDYSA-N
Q105351285	YOFPPLFAPYVWHD-OMEHUAPBSA-N
Q105351287	YOFVOAYCIARLQE-JYTHRGSDSA-N
Q105351291	YOGANETYFUQWIM-LMSSTIIKSA-N
Q105351292	YOGANETYFUQWIM-UHFFFAOYSA-N
Q105351293	YOGCCOGHOCSMQE-MTJSOVHGSA-N
Q105351299	YOGHSAKMXHLZPP-UHFFFAOYSA-N
Q105351300	YOGIROLNHNFOFV-KHLOQALCSA-N
Q105351302	YOGJVTKYACIRSN-UHFFFAOYSA-N
Q105351303	YOGJVTKYACIRSN-WDSDYACISA-N
Q105351304	YOGMRMRYMHICAC-UHFFFAOYSA-N
Q105351305	YOGMRMRYMHICAC-XASCANQDSA-N
Q105351306	YOGPJYWETDSFNM-LSWNUCFPSA-N
Q105351309	YOGPJYWETDSFNM-UHFFFAOYSA-N
Q105351312	YOGUTEYZFFDORB-DRSZPOQQSA-N
Q105351313	YOGUTEYZFFDORB-SODZDWKISA-N
Q105351315	YOGUTEYZFFDORB-UHFFFAOYSA-N
Q105351317	YOGVLSGDLKMBNE-OFVCQEMXSA-N
Q105351319	YOGVLSGDLKMBNE-UVGOUCATSA-N
Q105351320	YOHKTXWIWQHVHS-UHFFFAOYSA-N
Q105351321	YOHLJCJAHBBOFL-UHFFFAOYSA-N
Q105351322	YOHNPDDBVKZQEA-ASHDVBNSSA-N
Q105351324	YOHUCVRCSMMGNP-ZEDWEPIESA-N
Q105351327	YOHZLVCPJGMXDC-PWXMWDEPSA-N
Q105351328	YOHZLVCPJGMXDC-UHFFFAOYSA-N
Q105351329	YOIIYWWZNCKVFN-CABCVRRESA-N
Q105351330	YOINERIUJCXCQM-MGKSZFAESA-N
Q105351333	YOIVNBDPUVQHEX-QXHLJGKFSA-N
Q105351335	YOIVRWRNBLZIJO-QBYCOYFDSA-N
Q105351336	YOIVRWRNBLZIJO-UHFFFAOYSA-N
Q105351338	YOJHCAJJTKUCCG-UHFFFAOYSA-N
Q105351339	YOJIRWNGIVNEKQ-NXHXVPNMSA-N
Q105351342	YOJJQHGCGXQVOY-UHFFFAOYSA-N
Q105351355	YOJOMKQXHBDBOK-IBPQCQHASA-N
Q105351356	YOJROHBVPRINGM-AZRLKSMXSA-N
Q105351358	YOJXOIWMUVWNAB-JKFOSBIYSA-N
Q105351359	YOJXOIWMUVWNAB-MPTTXDELSA-N
Q105351361	YOJXOIWMUVWNAB-UHFFFAOYSA-N
Q105351362	YOKAVNDMPGTUGD-UHFFFAOYSA-N
Q105351364	YOKBTBNVNCFOBF-OLZOCXBDSA-N
Q105351367	YOKJEIDBLPWOSL-LJQANCHMSA-N
Q105351368	YOKKWAMWHXWVML-PNNFLKFQSA-N
Q105351371	YOKTYPRIGTVGHQ-UHFFFAOYSA-N
Q105351372	YOKUNGSJWHUOJL-UHFFFAOYSA-N
Q105351373	YOKVQJOPZVLMDW-JRDNXMLWSA-N
Q105351374	YOKVQJOPZVLMDW-UHFFFAOYSA-N
Q105351376	YOKZZPFAIYSTCV-QFMPTPAPSA-N
Q105351377	YOLDVCPUXVPTOM-PTLBUUAMSA-N
Q105351378	YOLDVCPUXVPTOM-UHFFFAOYSA-N
Q105351379	YOLDXKHOBUWSGX-UHFFFAOYSA-N
Q105351380	YOLIZCATBHWOBV-JZQYXDLISA-N
Q105351381	YOLIZCATBHWOBV-UHFFFAOYSA-N
Q105351383	YOLNWQIAEKZDHH-KOPDLMNGSA-N
Q105351384	YOLNWQIAEKZDHH-QYFNTBEASA-N
Q105351386	YOLUHJBWUANMDW-UHFFFAOYSA-N
Q105351387	YOLUHJBWUANMDW-XRMRDTNMSA-N
Q105351391	YOMBEUFTRCIMGO-CRMMGSHYSA-N
Q105351394	YOMMOMMBWTZFQY-UHFFFAOYSA-N
Q105351396	YOMNVVBADFJOPW-NIAFPHSUSA-N
Q105351400	YOMOXEBEPMMFDU-UHFFFAOYSA-N
Q105351409	YONLJLRPNAUKHY-UHFFFAOYSA-N
Q105351410	YONLJLRPNAUKHY-UZAFNIHYSA-N
Q105351415	YONXEBYXWVCXIV-UHFFFAOYSA-N
Q105351417	YONZCIKAMCMODD-CYZMBNFOSA-N
Q105351419	YONZCIKAMCMODD-UHTWSYAYSA-N
Q105351421	YOOCQXHZDKMDJM-UHFFFAOYSA-N
Q105351424	YOOGDQUSAKDEKI-HTQZYQBOSA-N
Q105351426	YOOGDQUSAKDEKI-UHFFFAOYSA-N
Q105351427	YOOLRLCJQJIYEG-VHSXEESVSA-N
Q105351430	YOOPHLDCWPOWDX-UHFFFAOYSA-N
Q105351434	YOOVLDBPAMVHGW-QXPBRPBDSA-N
Q105351436	YOOVLDBPAMVHGW-UHFFFAOYSA-N
Q105351437	YOOVTUPUBVHMPG-UHFFFAOYSA-N
Q105351438	YOOYCQNQJUSJJV-MMRGFKSUSA-N
Q105351440	YOOYCQNQJUSJJV-UHFFFAOYSA-N
Q105351444	YOPNZCKECABTNM-FUFCZWGYSA-N
Q105351445	YOPOISAWCWRKES-AHPHRGSYSA-N
Q105351446	YOPOISAWCWRKES-UHFFFAOYSA-N
Q105351450	YOPYGGKAYWMQAB-KCZOMRKASA-N
Q105351452	YOQAQNKGFOLRGT-HLEQDENYSA-N
Q105351455	YOQAQNKGFOLRGT-RGIWYROCSA-N
Q105351457	YOQCKFCFAJIRRT-OVXNXNIRSA-N
Q105351458	YOQCKFCFAJIRRT-UHFFFAOYSA-N
Q105351459	YOQFOABVDRBYCG-RKDXNWHRSA-N
Q105351461	YOQGWYGRDOUVJC-UHFFFAOYSA-N
Q105351462	YOQIGAVHLYFIAF-GBKWMQNZSA-N
Q105351463	YOQIGAVHLYFIAF-HVYUIJJMSA-N
Q105351464	YOQIGAVHLYFIAF-QSUQVILGSA-N
Q105351466	YOQIGAVHLYFIAF-UHFFFAOYSA-N
Q105351467	YOQIGAVHLYFIAF-WNJVOODRSA-N
Q105351468	YOQNZWXFGROKGY-REBKPJRLSA-N
Q105351469	YOQNZWXFGROKGY-XCOYGGGPSA-N
Q105351472	YORCFVZUJHMQHA-ZGSFFRORSA-N
Q105351475	YORFGPDHNOBVBM-SNAWJCMRSA-N
Q105351476	YORIHRDMLVEKKM-CCFZLUBBSA-N
Q105351478	YORJEFOAAXJWIS-FCZUSCETSA-N
Q105351480	YORJEFOAAXJWIS-UHFFFAOYSA-N
Q105351481	YORMSIUMFQQOLI-UHFFFAOYSA-N
Q105351482	YORPJMGPMRONSU-LLVKDONJSA-N
Q105351484	YORRHCZTHOSEJZ-FVWHFSBDSA-N
Q105351485	YOSCZIHXUFLPKH-VOTSOKGWSA-N
Q105351486	YOSIWGSGLDDTHJ-FDGZCRRKSA-N
Q105351487	YOSIWGSGLDDTHJ-UHFFFAOYSA-N
Q105351491	YOSRLTNUOCHBEA-LPCVWDGASA-N
Q105351493	YOSRLTNUOCHBEA-UHFFFAOYSA-N
Q105351496	YOSRLTNUOCHBEA-WUPWAJKESA-N
Q105351497	YOSRLTNUOCHBEA-WXQWBSRRSA-N
Q105351500	YOTADZGIQLXIIK-AHRSYUTCSA-N
Q105351501	YOTADZGIQLXIIK-UHFFFAOYSA-N
Q105351502	YOTBLLHWILNRDE-HUPBKYIESA-N
Q105351503	YOTBLLHWILNRDE-UHFFFAOYSA-N
Q105351504	YOTCKRFNSMJTGD-IKMVYZPTSA-N
Q105351507	YOTCKRFNSMJTGD-UHFFFAOYSA-N
Q105351509	YOTGKFHYVQWTJS-CINPPDSJSA-N
Q105351510	YOTGKFHYVQWTJS-OZGQDTGISA-N
Q105351511	YOTJBGVSVFKNEU-JOPFMIIHSA-N
Q105351513	YOTJBGVSVFKNEU-UHFFFAOYSA-N
Q105351515	YOTJHIQKUFOLIM-UONOGXRCSA-N
Q105351516	YOTJIOFPPBIQPT-DCYNMUGFSA-N
Q105351517	YOTJIOFPPBIQPT-UHFFFAOYSA-N
Q105351521	YOTMSGULIKMYJV-HDRMPRPCSA-N
Q105351525	YOTRDVISFUJMJN-UHFFFAOYSA-N
Q105351526	YOTRXRRLNVGLSU-HDZPVWRQSA-N
Q105351527	YOTRXRRLNVGLSU-KXFIGUGUSA-N
Q105351534	YOTUXHIWBVZAJQ-WQDZHITMSA-N
Q105351535	YOTWCVLUMOQAFC-CIGQNIJYSA-N
Q105351537	YOTWCVLUMOQAFC-IUCJUJGWSA-N
Q105351538	YOTWCVLUMOQAFC-MBABXSBOSA-N
Q105351540	YOUCYBJJVWXAAW-UHFFFAOYSA-N
Q105351541	YOUXQVRIWHZWQN-LVNLQJMCSA-N
Q105351543	YOUXXTAYUXXFPG-TWEMMCLTSA-N
Q105351544	YOVASQUIMPDASA-UHFFFAOYSA-N
Q105351547	YOVFYCDDECDCPN-VSGBNLITSA-N
Q105351550	YOVOFAXXWGWGEI-IGWNRFHQSA-N
Q105351552	YOVPRBYGUQOXLY-UHFFFAOYSA-N
Q105351553	YOVPRFXHMJHUMZ-HSZRJFAPSA-N
Q105351554	YOVSPTNQHMDJAG-KKUMJFAQSA-N
Q105351558	YOVSPTNQHMDJAG-RBSFLKMASA-N
Q105351562	YOVYWMDLYSJYPO-PREBVXMUSA-N
Q105351563	YOVYWMDLYSJYPO-PUWMBYMRSA-N
Q105351566	YOVYWMDLYSJYPO-UHFFFAOYSA-N
Q105351567	YOWAGCZUUFSPIY-MOLNPAQRSA-N
Q105351568	YOWAGCZUUFSPIY-UHFFFAOYSA-N
Q105351569	YOWAGCZUUFSPIY-UPPNHWJWSA-N
Q105351570	YOWARCHJLVBHTP-XCJLJZCSSA-N
Q105351571	YOWARCHJLVBHTP-YOUFYPILSA-N
Q105351572	YOWBCRNBOMRTPW-UHFFFAOYSA-N
Q105351574	YOWCHQXYSYCIRL-BJSNAJEASA-N
Q105351575	YOWJRBMJNWMWOH-MVCQCNEMSA-N
Q105351576	YOWJRBMJNWMWOH-UHFFFAOYSA-N
Q105351577	YOWOYOKDOHEOJW-UHFFFAOYSA-N
Q105351578	YOWPDSQEIZPPKN-IABXFHTOSA-N
Q105351580	YOWUDEPRYODFBZ-SNVBAGLBSA-N
Q105351581	YOWZJSSQEMLPTC-GOSISDBHSA-N
Q105351582	YOWZJSSQEMLPTC-UHFFFAOYSA-N
Q105351583	YOWZUITYQFPEGQ-UHFFFAOYSA-N
Q105351585	YOXIQBPUPGISEN-UHFFFAOYSA-N
Q105351586	YOXQRQIFAYSGMZ-AMVJFLEGSA-N
Q105351587	YOXQRQIFAYSGMZ-UHFFFAOYSA-N
Q105351588	YOXRIDMEFICPOA-JVGSIOANSA-N
Q105351590	YOXRIDMEFICPOA-UHFFFAOYSA-N
Q105351591	YOXRMCUWSYVPHU-ONSCTEFMSA-N
Q105351593	YOXRYZQVIQLZEH-XQCSBWSISA-O
Q105351594	YOXXESRXSQRNHU-JAUUYMGGSA-N
Q105351596	YOXXESRXSQRNHU-UHFFFAOYSA-N
Q105351597	YOXXPZVESHZYHK-FIOFHVAZSA-N
Q105351601	YOYLZCNREONCKB-RIYZIHGNSA-N
Q105351605	YOZNFSJEWZFKCV-VIFPVBQESA-N
Q105351610	YOZREUUANSRXNA-ARBQZZOJSA-N
Q105351611	YOZREUUANSRXNA-DLJNMMGCSA-N
Q105351616	YPACAOKDQABXNJ-UCIKJNSDSA-N
Q105351618	YPAOREQYVAAYMG-FRKCGNQASA-N
Q105351619	YPAOREQYVAAYMG-UHFFFAOYSA-N
Q105351621	YPAWSOQYRCDRFI-NSERZYRMSA-N
Q105351624	YPBDUMRCCWWRCM-UHFFFAOYSA-N
Q105351625	YPBGTCAQZMUIQD-CEFACKQISA-N
Q105351626	YPBGTCAQZMUIQD-ICDLMJIXSA-N
Q105351628	YPBNKPNGOBYSJH-ROUUACIJSA-N
Q105351629	YPBNKPNGOBYSJH-UHFFFAOYSA-N
Q105351630	YPBZWHXVEGSBDT-RBKKRGNKSA-N
Q105351631	YPBZWHXVEGSBDT-UHFFFAOYSA-N
Q105351633	YPCAJBFKJXGFFT-MJEQTWJJSA-N
Q105351635	YPCKIDCZBFZYON-KNPIGPTRSA-N
Q105351636	YPCKIDCZBFZYON-UHFFFAOYSA-N
Q105351638	YPCMOCVARABHRT-ATLDDTLPSA-N
Q105351639	YPCMOCVARABHRT-UHFFFAOYSA-N
Q105351640	YPCORLCLAAQRFS-ORRDOLAHSA-N
Q105351641	YPCORLCLAAQRFS-UHFFFAOYSA-N
Q105351642	YPCORLCLAAQRFS-ZZHPKZEWSA-N
Q105351645	YPDNZYNSVIOHHP-ZFWDLJQUSA-N
Q105351646	YPDPZYXQIFYATC-UHFFFAOYSA-N
Q105351647	YPDPZYXQIFYATC-YAHPZEFQSA-N
Q105351648	YPDRPLLLEHXCJA-QKNMFFFZSA-N
Q105351650	YPEOJRRZBDHCLW-DNOPIHJPSA-N
Q105351652	YPEYKDNEXSYVGC-UHFFFAOYSA-N
Q105351654	YPFBPKRPSSNAII-JMQZAYEBSA-N
Q105351655	YPFCFISQQPPOOK-VCTAVGKDSA-N
Q105351658	YPFQDKGDKIBPNB-QHCPKHFHSA-N
Q105351659	YPFQDKGDKIBPNB-UHFFFAOYSA-N
Q105351660	YPFSOWQXNOLVDV-UFLPTDMQSA-N
Q105351661	YPFSOWQXNOLVDV-UHFFFAOYSA-N
Q105351665	YPGJOFYQVNGHLG-UHFFFAOYSA-N
Q105351669	YPGQBVBJFQCVKA-UHFFFAOYSA-N
Q105351672	YPGSBXVZUVIXTK-UHFFFAOYSA-N
Q105351673	YPHAFAJGXXTXQP-SZPYZAKCSA-N
Q105351674	YPHAFAJGXXTXQP-UHFFFAOYSA-N
Q105351678	YPHGCKOZJCGDTF-QMMMGPOBSA-N
Q105351688	YPHURJCNLMUQQJ-UHKURQFNSA-N
Q105351689	YPHXBUMJGHZUMJ-IQPZYDOFSA-N
Q105351690	YPHZOHAPTKXUQJ-KWBADKCTSA-N
Q105351692	YPIBIZJIVAIQHC-UHFFFAOYSA-N
Q105351694	YPIDUTRPMROMSO-UHFFFAOYSA-N
Q105351698	YPIUYRIMBUVEFO-UHFFFAOYSA-N
Q105351699	YPIXJXFNNXQYKL-UHFFFAOYSA-N
Q105351701	YPJCFUQHVHIYDL-GOLHVBARSA-N
Q105351703	YPJDNPTZPPPTEV-UHFFFAOYSA-N
Q105351704	YPJDWRMBYIHNFK-UHFFFAOYSA-N
Q105351705	YPJNTJHXPKFINJ-QRMYGITRSA-N
Q105351708	YPJRQXJFROEIKW-MSVULGGDSA-N
Q105351710	YPJSKHDULIWZOJ-BCEQWHGDSA-N
Q105351712	YPJVZUCLYTYXEP-UHFFFAOYSA-N
Q105351730	YPKVTWPOGHRQRB-BSQCWQGTSA-N
Q105351732	YPLCRWUNFYEGFM-UHFFFAOYSA-N
Q105351734	YPLRCGKIMLXRLI-FWJCXSPYSA-N
Q105351735	YPLRCGKIMLXRLI-LVPCVLDWSA-N
Q105351738	YPMCZGZXAYJNQF-UHFFFAOYSA-N
Q105351739	YPMCZGZXAYJNQF-ZRXADVTKSA-N
Q105351740	YPMHUDLGMDEZHO-UHFFFAOYSA-N
Q105351742	YPMOTUXWPXDQDJ-PCIRLDFKSA-N
Q105351744	YPMVCQPCLRLUQR-OEGUSSEYSA-N
Q105351745	YPMVCQPCLRLUQR-UHFFFAOYSA-N
Q105351746	YPMWOUGODTXJSE-JWCLFHPSSA-N
Q105351748	YPNOIDVYMLHIKF-OWTKTGFYSA-N
Q105351749	YPNOIDVYMLHIKF-UHFFFAOYSA-N
Q105351752	YPNTYUHXOUPYLS-UHFFFAOYSA-N
Q105351754	YPOBUDKLSCZLJL-JCBSFODESA-N
Q105351756	YPOBUDKLSCZLJL-UHFFFAOYSA-N
Q105351760	YPOVKRDDKTXFMX-UHFFFAOYSA-N
Q105351762	YPPLCKQCVPPTFY-UHFFFAOYSA-N
Q105351765	YPPPMHOMHQSMCE-XZINRSBBSA-N
Q105351766	YPPPTXCDCPVIBS-PNAJPXTPSA-N
Q105351767	YPPPTXCDCPVIBS-UHFFFAOYSA-N
Q105351768	YPPWXTGIOAGEJF-UHFFFAOYSA-N
Q105351774	YPPZNCHAPADHEU-UHFFFAOYSA-N
Q105351776	YPQDTAINIDFHAR-FRMGNDQPSA-N
Q105351777	YPQDTAINIDFHAR-RZTYQLBFSA-N
Q105351778	YPQDTAINIDFHAR-UHFFFAOYSA-N
Q105351780	YPQDTAINIDFHAR-ZPGKAZOCSA-N
Q105351781	YPQNDHHCUQGPFN-BUTIDPASSA-N
Q105351782	YPQNDHHCUQGPFN-FKULMGGCSA-N
Q105351783	YPQNDHHCUQGPFN-GQSHPZAJSA-N
Q105351785	YPQNDHHCUQGPFN-UHFFFAOYSA-N
Q105351786	YPQNDHHCUQGPFN-VMNLXKDOSA-N
Q105351787	YPQNDHHCUQGPFN-WGOZBUGNSA-N
Q105351790	YPQOLUGHCAWRBO-SZHMCISUSA-N
Q105351792	YPQPTAXEFLQNSC-QIVYFMOPSA-N
Q105351794	YPQUBDSXDKBCCH-DIMUUIPOSA-N
Q105351795	YPRMLDUOHPEJEW-DIOAHCKBSA-N
Q105351797	YPRSTWCOPJVVJE-GMZWMSDBSA-N
Q105351798	YPRSTWCOPJVVJE-UHFFFAOYSA-N
Q105351799	YPRSTWCOPJVVJE-UXJQWXQXSA-N
Q105351800	YPRSXUHIUFIKFR-RGPJRVAMSA-N
Q105351806	YPRXAAKOFJHOHN-DHIUTWEWSA-N
Q105351808	YPRXAAKOFJHOHN-UHFFFAOYSA-N
Q105351810	YPRXWGOFUKZLOG-UHFFFAOYSA-N
Q105351812	YPSAOPXJHSESSR-MMOBYWJYSA-N
Q105351814	YPSAOPXJHSESSR-ZWNDPACGSA-N
Q105351815	YPSCFXUHUJPNHJ-DILKLTJASA-N
Q105351817	YPSCFXUHUJPNHJ-GCCZPAPFSA-N
Q105351819	YPSCFXUHUJPNHJ-KAERIGFASA-N
Q105351820	YPSCFXUHUJPNHJ-LJLAJUANSA-N
Q105351821	YPSCFXUHUJPNHJ-RLWOUWICSA-N
Q105351824	YPSCFXUHUJPNHJ-UHFFFAOYSA-N
Q105351825	YPSCFXUHUJPNHJ-XHYOICHRSA-N
Q105351826	YPSGSMGGRVLXIR-HAIKNANYSA-N
Q105351827	YPSGSMGGRVLXIR-UHFFFAOYSA-N
Q105351829	YPSGWPVFHZGFTP-UHFFFAOYSA-N
Q105351830	YPSHOHKAIYYZFR-UHFFFAOYSA-N
Q105351833	YPSOYIPPUBYKNY-MDZDMXLPSA-N
Q105351836	YPSRDTZNKOFIAJ-QHNYOMBNSA-N
Q105351837	YPSRDTZNKOFIAJ-UHFFFAOYSA-N
Q105351838	YPSVWLQFDWURMS-MOKFWHHHSA-N
Q105351839	YPSVWLQFDWURMS-UHFFFAOYSA-N
Q105351840	YPSWCORASQDCJM-RQJVYDMZSA-N
Q105351845	YPTAWXMXCQHBET-CMQFENMISA-N
Q105351847	YPTKEBZXWPOZOJ-UHFFFAOYSA-N
Q105351848	YPTKOYKREVMBEA-OVJUTQOOSA-N
Q105351850	YPTMXINWVADWFE-ULBMCJIESA-N
Q105351851	YPTVDLJCTDDJNW-DAFNUICNSA-N
Q105351853	YPTVDLJCTDDJNW-UHFFFAOYSA-N
Q105351856	YPTZWNDFFKGKQK-UHFFFAOYSA-N
Q105351857	YPUAPUZIURIYPB-BJQNQQTFSA-N
Q105351861	YPUAPUZIURIYPB-XWHBQGKBSA-N
Q105351863	YPUBEPJCGAVMSZ-UHFFFAOYSA-N
Q105351866	YPUHYSBFIMWSEC-JODPPCSYSA-N
Q105351868	YPUHYSBFIMWSEC-OEHDJSDTSA-N
Q105351869	YPUHYSBFIMWSEC-UHFFFAOYSA-N
Q105351871	YPUPRVWRYDPGCW-GGOMOPATSA-N
Q105351874	YPUSVPPKDFWEHB-UHFFFAOYSA-N
Q105351876	YPVCIWCUGYKDFP-XUGZGNRJSA-N
Q105351878	YPVHXSHTDWFNMH-UHFFFAOYSA-N
Q105351879	YPVHXSHTDWFNMH-ZIXFLESYSA-N
Q105351880	YPVJSAYFTDREBJ-UHFFFAOYSA-N
Q105351882	YPVPXINVSPPRIQ-XRKQRGLRSA-N
Q105351883	YPVUORZILHLSOT-JTQLQIEISA-N
Q105351885	YPVWBABADFXCPH-QNGCTEGKSA-N
Q105351887	YPWADPOJPOTNKI-UHFFFAOYSA-N
Q105351888	YPWCGDRLINNRAD-HVLDEAOBSA-N
Q105351891	YPWFIMVHFFOLQG-FPLPWBNLSA-N
Q105351893	YPWFIMVHFFOLQG-UHFFFAOYSA-N
Q105351901	YPWHZCPMOQGCDQ-CXWQUDHASA-N
Q105351964	YPWHZCPMOQGCDQ-KEHDGJOVSA-N
Q105351972	YPWHZCPMOQGCDQ-UHFFFAOYSA-N
Q105351973	YPWHZCPMOQGCDQ-WNZLTNKYSA-N
Q105351975	YPWHZCPMOQGCDQ-YGXKTJSJSA-N
Q105352022	YPWQSKQSNNTXOL-JQKPCDNZSA-N
Q105352023	YPWQSKQSNNTXOL-QLJSCKJBSA-N
Q105352032	YPWRVIJLRQKSJU-MMACHFKXSA-N
Q105352035	YPWUHQOSVLBEID-SJWSLBSPSA-N
Q105352036	YPWUHQOSVLBEID-UHFFFAOYSA-N
Q105352037	YPWXJFDRGSSQOS-BHFPYZMUSA-N
Q105352040	YPWYCYNAPNRIIN-UHFFFAOYSA-N
Q105352041	YPWYNONCSGZEQQ-AZUAARDMSA-N
Q105352043	YPWZUTUEUOEWPU-LOKLDPHHSA-N
Q105352045	YPXFNDKNNGQAKQ-UHFFFAOYSA-N
Q105352048	YPXSIOWYKIAZIB-GFYVIFLZSA-N
Q105352049	YPXSIOWYKIAZIB-KOQIJPOTSA-N
Q105352050	YPXSIOWYKIAZIB-UHFFFAOYSA-N
Q105352052	YPXVGDYRVVGALO-UHFFFAOYSA-N
Q105352053	YPXVGDYRVVGALO-WOEKOERMSA-N
Q105352055	YPXVSQSYDIMPDZ-AUUHBOKRSA-N
Q105352057	YPXXUUWXJGOZRF-OWCKYAQWSA-N
Q105352060	YPXYXYXQAADVML-AATRIKPKSA-N
Q105352062	YPXZPIGWQIPLFY-SBWGTBJRSA-N
Q105352063	YPYBLTOYZVZXGX-UHFFFAOYSA-N
Q105352064	YPYGKQKQNCVJDJ-HKJBGCMZSA-N
Q105352068	YPYLYENYJGSTFI-PPBNYVJASA-N
Q105352072	YPYVNCRVCYQBRN-UHFFFAOYSA-N
Q105352073	YPYVYQJEYDRCKV-UHFFFAOYSA-N
Q105352074	YPYVYQJEYDRCKV-WLJCRHMASA-N
Q105352075	YPZBTERWDWUANF-PRIFDVRSSA-N
Q105352078	YPZCQHSGCUITIP-NUPXTWTDSA-N
Q105352080	YPZCRKPXYSWLJF-UHFFFAOYSA-N
Q105352082	YPZFJPARESIZMU-UHFFFAOYSA-N
Q105352086	YPZNLFZLPZWWAD-FRCDFARHSA-N
Q105352092	YPZPXTZKBNWUTF-UHFFFAOYSA-N
Q105352094	YPZRWBKMTBYPTK-UHFFFAOYSA-N
Q105352096	YPZUZOLGGMJZJO-LUYZLQTOSA-N
Q105352098	YPZVRDVFGRFZHP-UHFFFAOYSA-N
Q105352099	YQAACNBUDADMIV-UHFFFAOYSA-N
Q105352100	YQAAKILPZPSNKX-QZXJSLGOSA-N
Q105352103	YQABHAHJGSNVQR-UHFFFAOYSA-N
Q105352105	YQABOFISFLOPAF-YSTIFMSQSA-N
Q105352106	YQABOFISFLOPAF-ZICQQEQYSA-N
Q105352109	YQAFRMVSHDKVGY-UHFFFAOYSA-N
Q105352112	YQAMCNPPKHKILT-NZDBXHTKSA-N
Q105352116	YQAPMBXWOXXAAD-CITBWNQLSA-N
Q105352117	YQAWWTFETHKWOL-IHIXIPGPSA-N
Q105352132	YQBLQMDCMBPFHH-UHFFFAOYSA-N
Q105352133	YQBWIXCLEMHBEA-XSCJZGSRSA-N
Q105352136	YQBWMLNIUYVJNW-UHFFFAOYSA-N
Q105352138	YQCHQMQSSOKCIR-UHFFFAOYSA-N
Q105352142	YQCOGGGDJXBMBU-JIVHLSMOSA-N
Q105352143	YQCOGGGDJXBMBU-MXIDVAEBSA-N
Q105352144	YQCOGGGDJXBMBU-SELQYXHCSA-N
Q105352147	YQCOGGGDJXBMBU-ZHDQNANASA-N
Q105352149	YQCPSQZKRUVQOR-DXUDUQDWSA-N
Q105352150	YQCSNTCEUMEKDO-UHZRXMQZSA-N
Q105352151	YQCVJKJLGICQCU-DCXZOGHSSA-N
Q105352152	YQCYWTNBMKOEPG-CWYCPHMGSA-N
Q105352159	YQDLGYYODFNCTJ-UHFFFAOYSA-N
Q105352160	YQDLGYYODFNCTJ-ZTHJXWBPSA-N
Q105352162	YQDMUEBOTCUADA-GJCSGZMNSA-N
Q105352163	YQDMUEBOTCUADA-UHFFFAOYSA-N
Q105352165	YQDRTUZZXFNDLI-XIEYBQDHSA-N
Q105352166	YQDSQEYHQCAHLF-UHFFFAOYSA-N
Q105352168	YQDXYGOKFNYKCJ-RQBYSGHOSA-N
Q105352170	YQECXCJMTXVAQP-FMIVXFBMSA-N
Q105352172	YQECXCJMTXVAQP-UHFFFAOYSA-N
Q105352173	YQEDSESCWJZLEZ-IYAONKFISA-N
Q105352175	YQEIZFUUAYCBQU-FGKYSUEKSA-N
Q105352182	YQEMAEKYNNOCBY-HDBQVNOUSA-N
Q105352192	YQEMAEKYNNOCBY-RIBZZXTESA-N
Q105352193	YQEMAEKYNNOCBY-RITJMIBQSA-N
Q105352194	YQEMAEKYNNOCBY-RTDDWJOOSA-N
Q105352195	YQEMAEKYNNOCBY-UHFFFAOYSA-N
Q105352197	YQESNKYPMKIBFJ-CYBMUJFWSA-N
Q105352199	YQEUQSJBTRPIAC-JMIJXWGKSA-N
Q105352201	YQEUTOSZVKSYTM-UHFFFAOYSA-N
Q105352205	YQEWKKBBYOQJMJ-QYJGJREYSA-N
Q105352206	YQEWKKBBYOQJMJ-UHFFFAOYSA-N
Q105352213	YQGDTKJBNXASAN-UHFFFAOYSA-N
Q105352214	YQGDTKJBNXASAN-YSVTVZGNSA-N
Q105352215	YQGDZWWLYAMTAU-UNNPPQAFSA-N
Q105352217	YQHBJMHUMJXFDN-UHFFFAOYSA-N
Q105352219	YQHPIWOMQVRDNX-UHFFFAOYSA-N
Q105352220	YQHSMMDPMZHSTH-QPNXVFALSA-N
Q105352222	YQHVSSSUUIVBQC-UHFFFAOYSA-N
Q105352224	YQHWBXHXTURMRW-WFASDCNBSA-N
Q105352225	YQIADNJBCIVZAI-UHFFFAOYSA-N
Q105352226	YQIHQJXXKNXTBN-IHQVYZJJSA-N
Q105352227	YQIHQJXXKNXTBN-OWJZKWCUSA-N
Q105352229	YQIHQJXXKNXTBN-XPWOZMKWSA-N
Q105352231	YQILNNCHDIUIAD-ZETCQYMHSA-N
Q105352233	YQISXSCKHAYRAU-UHFFFAOYSA-N
Q105352236	YQIWCUKZIPUVPY-KISRDTOPSA-N
Q105352239	YQIYGKCKHVXNPT-JQPPFCHESA-N
Q105352241	YQIYUFDLPHPEEO-WDEREUQCSA-N
Q105352245	YQJDYMVGIAROMZ-SLYFCCOISA-N
